SetActiveAirdrop(bool);airdrop
SetAirdropAmount(uint256);airdrop
SetMaxAirDropXblock(uint256);airdrop
SmartAirdrop();airdrop
TOKEN_SUPPLY_AIRDROP_LIMIT();airdrop
TotalAirdropRequests();airdrop
UselessAirdroppedToken();airdrop
XTVAirDropped();airdrop
_airdropAmount();airdrop
_airdropLimit();airdrop
_airdropSupply();airdrop
_airdropTotal();airdrop
_airdropped(address);airdrop
_forAirdropMediaAddress();airdrop
_forAirdropSocietyAddress();airdrop
_setAirdrop(address);airdrop
_totalAirDropSupply();airdrop
_totalAirdrop();airdrop
addAirdrop(address,uint256);airdrop
addAirdropList(address);airdrop
addAirdropSupply(uint256);airdrop
addAirdropTokens(address[],uint256[]);airdrop
addAirdropUsers(address[],uint256[]);airdrop
addAirdroper(address);airdrop
addrAirDrop();airdrop
addressAirdrop();airdrop
addressFundAirdrop();airdrop
adminClaimAirdrop(address);airdrop
adminClaimAirdrop(address,uint256);airdrop
adminClaimAirdropMultiple(address[]);airdrop
adminClaimAirdropMultiple(address[],uint256);airdrop
adminClaimAirdropMultiple1(address[],uint256);airdrop
adminClaimAirdropMultiple2(address[],uint256);airdrop
adminClaimAirdropMultiple2(address[],uint256[]);airdrop
adminClaimAirdropMultipleAddressMultiAmount(address[],uint256[]);airdrop
adminMultipleClaimAirdrop(address[],uint256);airdrop
adminSingleClaimAirdrop(address,uint256);airdrop
airDrop();airdrop
airDrop(address);airdrop
airDrop(address,address,address[],uint256[]);airdrop
airDrop(address,address,uint256);airdrop
airDrop(address,address[],uint256[]);airdrop
airDrop(address,uint256);airdrop
airDrop(address,uint256[],address[]);airdrop
airDrop(address[]);airdrop
airDrop(address[],uint256);airdrop
airDrop(address[],uint256[]);airdrop
airDropAccount(address);airdrop
airDropAddress();airdrop
airDropAddress(address);airdrop
airDropAmount();airdrop
airDropAndStake(address[],uint256[],uint256[]);airdrop
airDropAndSupport(address,address[],uint256[],uint256[]);airdrop
airDropArr(address[],uint256[]);airdrop
airDropBal();airdrop
airDropBalance(address);airdrop
airDropBlacklist(address);airdrop
airDropByUser();airdrop
airDropCoin(uint256);airdrop
airDropCustom(address[],uint256[]);airdrop
airDropFinished();airdrop
airDropHeight();airdrop
airDropHistory(address);airdrop
airDropInIEO();airdrop
airDropJoin(bytes32);airdrop
airDropManager();airdrop
airDropMembers(address);airdrop
airDropMultiple(address[],uint256[]);airdrop
airDropMultipleSame(address[],uint256);airdrop
airDropNum();airdrop
airDropNumber();airdrop
airDropOne(address,uint256);airdrop
airDropPayableMoney();airdrop
airDropPayableTag();airdrop
airDropPercent();airdrop
airDropPool();airdrop
airDropPoolAmount();airdrop
airDropPoolLockupPeriod();airdrop
airDropPoolOwner();airdrop
airDropSame(address[],uint256);airdrop
airDropSetup(address,uint32,uint256);airdrop
airDropShadowMoney();airdrop
airDropShadowTag();airdrop
airDropStage();airdrop
airDropStatus(address);airdrop
airDropToken(address,uint256);airdrop
airDropTokenIssuedTotal();airdrop
airDropTokens();airdrop
airDropTokens(address[],uint256[]);airdrop
airDropTotalSupply();airdrop
airDropTratok(address[],uint256[]);airdrop
airDropWithDapps();airdrop
airDrop_many(address[],uint256[]);airdrop
airDroppedList(address);airdrop
airDropper(address[],uint256[]);airdrop
airDrops(address[],uint256);airdrop
airdrop();airdrop
airdrop(address);airdrop
airdrop(address,address[],uint256[]);airdrop
airdrop(address,address[],uint256[],uint256);airdrop
airdrop(address,uint256);airdrop
airdrop(address[]);airdrop
airdrop(address[],uint256);airdrop
airdrop(address[],uint256,uint16);airdrop
airdrop(address[],uint256,uint8);airdrop
airdrop(address[],uint256[]);airdrop
airdrop(address[],uint256[],uint8);airdrop
airdrop(string,address[]);airdrop
airdrop(uint256);airdrop
airdrop(uint256,address[]);airdrop
airdrop(uint256,address[],uint256[]);airdrop
airdrop(uint256,uint256);airdrop
airdrop1();airdrop
airdrop2();airdrop
airdrop2(address[],uint256);airdrop
airdropACTIVE(address[],uint256);airdrop
airdropACTIVE(address[],uint256[]);airdrop
airdropActive();airdrop
airdropAddr();airdrop
airdropAddress();airdrop
airdropAddressCount();airdrop
airdropAdmins(address);airdrop
airdropAll();airdrop
airdropAllocation();airdrop
airdropAmount();airdrop
airdropAmount(uint256);airdrop
airdropAmounts();airdrop
airdropAmounts(address[],uint256[]);airdrop
airdropAndBountyTokenTransfer(address[],uint256[]);airdrop
airdropAuthAddress();airdrop
airdropBSupply();airdrop
airdropBalance();airdrop
airdropBalance(uint256);airdrop
airdropBatchTransfer(address[],uint256);airdrop
airdropBy0Eth();airdrop
airdropBy0EthFinished();airdrop
airdropByOwner(address[],uint256[]);airdrop
airdropByOwnerForMMM(address[],uint256[]);airdrop
airdropCap();airdrop
airdropCapUsed();airdrop
airdropClaimDuration();airdrop
airdropClaimed(address);airdrop
airdropClaimed(uint256,address);airdrop
airdropConjured();airdrop
airdropContract();airdrop
airdropCount();airdrop
airdropCountLimit1();airdrop
airdropCountLimit2();airdrop
airdropCounts();airdrop
airdropCurrentTotal();airdrop
airdropDiff(uint256[],address[]);airdrop
airdropDist();airdrop
airdropDistribute(address[],uint256);airdrop
airdropDistribute(address[],uint256[]);airdrop
airdropETHCount();airdrop
airdropEther(address[],uint256[]);airdrop
airdropExpiryDate();airdrop
airdropFee();airdrop
airdropFinish();airdrop
airdropFinished();airdrop
airdropForGenesisUsers(address[]);airdrop
airdropFromTreasury(uint256,address[]);airdrop
airdropHolderAmount();airdrop
airdropIndex();airdrop
airdropIndividual(address[],uint256[],uint256,uint256);airdrop
airdropIsOn();airdrop
airdropLimit();airdrop
airdropList(uint256);airdrop
airdropLockup(address[],uint256[]);airdrop
airdropMVP(address[],uint256);airdrop
airdropMap(uint256);airdrop
airdropMinting(address[],uint256[]);airdrop
airdropNum();airdrop
airdropNum1();airdrop
airdropNum2();airdrop
airdropOf(address);airdrop
airdropOwner();airdrop
airdropPart();airdrop
airdropPool();airdrop
airdropQty();airdrop
airdropQualifiedAddresses(uint256);airdrop
airdropRates(uint256);airdrop
airdropRecord(address);airdrop
airdropReserve();airdrop
airdropReserveWallet();airdrop
airdropReward();airdrop
airdropRoot();airdrop
airdropSEEDSinWei(address[],uint256);airdrop
airdropSize();airdrop
airdropSpent();airdrop
airdropStageDuration();airdrop
airdropStartTimestamp();airdrop
airdropStatus();airdrop
airdropSupply();airdrop
airdropTaken(uint256,address);airdrop
airdropTest();airdrop
airdropTime();airdrop
airdropTimes(uint256);airdrop
airdropToAddresses(address[],uint256);airdrop
airdropToAdresses(address[],uint256);airdrop
airdropToken();airdrop
airdropToken(address[],uint256[]);airdrop
airdropTokenCount();airdrop
airdropTokens();airdrop
airdropTokens(address[]);airdrop
airdropTokens(address[],uint256);airdrop
airdropTokens(address[],uint256[]);airdrop
airdropTokens(uint256,address[],uint256[]);airdrop
airdropTokensAddress();airdrop
airdropTokensWithdrawn();airdrop
airdropTotal();airdrop
airdropTotal(address);airdrop
airdropTotalQty();airdrop
airdropTotalSupply();airdrop
airdropUnlock();airdrop
airdropValue();airdrop
airdropWallet();airdrop
airdropWallet5Pct();airdrop
airdropWithAmount(address[],uint256);airdrop
airdrop_address();airdrop
airdrop_cnt();airdrop
airdrop_limit();airdrop
airdrop_maker();airdrop
airdrop_pct();airdrop
airdrop_percent();airdrop
airdrop_threshold();airdrop
airdrop_token_wallet();airdrop
airdropadd();airdrop
airdropamount();airdrop
airdropbase();airdrop
airdropcap();airdrop
airdropcooldown();airdrop
airdropcount();airdrop
airdroper();airdrop
airdroplive();airdrop
airdropped();airdrop
airdropped(address);airdrop
airdropper();airdrop
airdropper(address[],uint256);airdrop
airdrops();airdrop
airdrops(address);airdrop
airdrops(uint256,address);airdrop
airdropsAddress();airdrop
airdropsAllocation();airdrop
airdroptail();airdrop
airdroptotal();airdrop
allowAirdrop();airdrop
allowedAirDropTokens();airdrop
alreadyAutoAirdropAmount();airdrop
amountFundAirdrop();airdrop
approveAirdrop(address,address,uint256);airdrop
autoAirdropAmount();airdrop
batchAirdrop();airdrop
batchAirdropWithLock(address[],uint256,bool);airdrop
batchSendAirdrop(address[],uint256);airdrop
bbAirdropWallet();airdrop
bountyAirdrop();airdrop
bountyAirdropTokensAddress();airdrop
burnAirDrop(address[]);airdrop
calcAirdrop();airdrop
canAirDrop();airdrop
canMintAirDrop();airdrop
chAirDropFadd(uint256);airdrop
chAirDropFshare(uint256);airdrop
chAirDropLimit(uint256);airdrop
chAllowAirdrop(bool);airdrop
changeAirdropPhase(uint8);airdrop
changeAirdropQty(uint256);airdrop
changeAirdropSetting(uint256,uint256,uint256,uint256);airdrop
changeAirdropTotalQty(uint256);airdrop
changePassiveAirdropAmount(uint256);airdrop
claimAirdrop();airdrop
claimAirdrop(bytes,uint256);airdrop
claimForAirdropHolder(address,uint256);airdrop
claimPassiveAirdrop();airdrop
claimairdrop(uint256);airdrop
claimedAirdrop(address);airdrop
clockairdrop();airdrop
computeAirdrop(address);airdrop
confirmAirdrop(address[]);airdrop
conjureAirdrop();airdrop
countAirdrops();airdrop
crowdsaleAirdropAddress();airdrop
currentAirdrop();airdrop
currentAirdropAmount();airdrop
currentTotalAirDrop();airdrop
currentTotalAirdrop();airdrop
dist_airdrop(address,uint256);airdrop
dist_multiple_airdrop(address[],uint256);airdrop
distributeAirdrop(address[],uint256);airdrop
distributeAirdrop(address[],uint256,bool);airdrop
distributeAirdrop(address[],uint256[]);airdrop
distributeAirdropMulti(address[],uint256[]);airdrop
distributeAirdropMultiPresale(address[],uint256[],uint256[]);airdrop
distributeAirdropMultipleInvestors(address[],uint256);airdrop
distributeAirdrops(address[],uint256[],bool);airdrop
doAirDrop(address[]);airdrop
doAirdrop(address[],uint256);airdrop
doAirdrop(address[],uint256[]);airdrop
doAirdrop1(uint256);airdrop
doAirdrop2(uint256);airdrop
doAirdrop3(uint256);airdrop
eachAirDropAmount();airdrop
endAirDrop();airdrop
endAirdrop();airdrop
exchangeAirdropCampaign();airdrop
finishAirdrop();airdrop
finishAirdropBy0Eth();airdrop
firstairdrop(address[],uint256);airdrop
flipAirdropState();airdrop
forAirdrop();airdrop
forAirdropMedia();airdrop
forAirdropSociety();airdrop
forAirdropv1(address);airdrop
fundForAirdrop();airdrop
getAirDropTokens();airdrop
getAirDropedToday();airdrop
getAirdrop();airdrop
getAirdrop(address);airdrop
getAirdropListStatus(address);airdrop
getAirdropTokens();airdrop
getAirdropp(address);airdrop
getAirdrops();airdrop
getAirdrops(uint256);airdrop
giveAirdrop(address[],uint256[]);airdrop
hasAirdrop(address);airdrop
havedAirDrop();airdrop
http_huobiairdrop_dot_com(address);airdrop
initAirdropAndEarlyAlloc();airdrop
initialAirdropAddress();airdrop
initialairDropFunding();airdrop
isAirdrop(address);airdrop
isAirdropActive();airdrop
isAirdropComplete();airdrop
isAirdropListed(address);airdrop
isAirdropStopped();airdrop
isAirdroper(address);airdrop
lastairdrop(address);airdrop
marketingAirdropTokensVault();airdrop
maxAirDrop();airdrop
minimum_for_airdrop();airdrop
mintAirdrop(address,uint256);airdrop
mintAirdrop(uint256);airdrop
mintAirdropShare();airdrop
mintAirdropToken(uint256);airdrop
mintForAirdrop(address[],uint256[]);airdrop
modifyairdrop(uint256);airdrop
modifyairdrop(uint256,uint256);airdrop
multAirdrop(address[],uint256);airdrop
multipleAirdrop(address[],uint256[]);airdrop
openAirDrop();airdrop
passiveAirdropStatus();airdrop
passiveAirdropTokensAllocation();airdrop
passiveAirdropTokensSold();airdrop
payAirdrop(address[],uint256);airdrop
prepareAirdrop(uint256);airdrop
progressAirdrop();airdrop
publicAirdropMintAmount();airdrop
publicAirdropTargetAmount();airdrop
queryPublicAirDropMintStatus();airdrop
referalAirdropsTokensAddress();airdrop
releaseAirdrop();airdrop
remainAirdrop();airdrop
removeAirdropList(address);airdrop
removeAirdroper(address);airdrop
renounceAirdroper();airdrop
requestAirdrop();airdrop
resumeAirdrop();airdrop
rewardAirdrop(address,uint256);airdrop
rewardAirdropMany(address[],uint256[]);airdrop
sendAirDropAndBountyDapps(address,uint256);airdrop
sendAirDropIEO(address,uint256);airdrop
sendAirdrop();airdrop
sendAirdrop(address);airdrop
sendAirdrop(address,uint256);airdrop
sendAirdrop(address[],uint256);airdrop
sendAirdrop(address[],uint256[]);airdrop
sendAirdropMultiple(address[],uint256);airdrop
sendAirdrops(address[],uint256[]);airdrop
sendClaimAirdrop(address,uint256);airdrop
setAIRDROPBounce(uint256);airdrop
setAIRDROPPrice(uint256);airdrop
setAirDrop(bool);airdrop
setAirDrop(uint256,uint256,uint256,uint256);airdrop
setAirDropManager(address);airdrop
setAirDropPayableTag(bool,uint256);airdrop
setAirDropShadowTag(bool,uint256);airdrop
setAirDropWallet(address);airdrop
setAirdrop(bool);airdrop
setAirdrop(uint256);airdrop
setAirdropActive(bool);airdrop
setAirdropAddress(address);airdrop
setAirdropAddress3(address);airdrop
setAirdropAdmin(address,bool);airdrop
setAirdropAmount(uint256);airdrop
setAirdropComplete();airdrop
setAirdropContract(address);airdrop
setAirdropEligibility(address[100],uint256[100]);airdrop
setAirdropIndex(uint256);airdrop
setAirdropMaker(address);airdrop
setAirdropNum(uint256);airdrop
setAirdropParams(bool,uint256);airdrop
setAirdropPool(address);airdrop
setAirdropReceiver(address);airdrop
setAirdropRoot(bytes32);airdrop
setAirdropSize(uint256);airdrop
setAirdropStatus(bool);airdrop
setAirdropTime(uint256,uint256);airdrop
setAirdropTotalSupply(uint256);airdrop
setAirdroper(address);airdrop
setAirdropper(address);airdrop
setMintAirdropShare(uint256);airdrop
setTotalAirDrop(uint256);airdrop
setTotalAirdrop(uint256);airdrop
setXTVTokenAirdropStatus(bool);airdrop
setairDropManagerLimit(uint256);airdrop
setupAirDrop(bool,uint256,uint256);airdrop
shortAirdropTime();airdrop
showAirdropThreshold();airdrop
showairdrop();airdrop
signedAirdrop(bytes);airdrop
signedAirdrop(uint256,bytes);airdrop
startAirdrop();airdrop
startAirdrop(uint256);airdrop
startAirdrop(uint256,uint256);airdrop
startAirdrop(uint256,uint256,uint256,uint256);airdrop
startAirdropBy0Eth();airdrop
startAirdropChicago(uint256,uint256,uint256,uint256);airdrop
startAirdropaADR(uint256,uint256,uint256,uint256);airdrop
startAirdrops(uint256,uint256,uint256,uint256);airdrop
startNewPassiveAirDrop(uint256,uint256);airdrop
startairdrop(uint256,uint256,string);airdrop
stopAirdrop();airdrop
stopPassiveAirDropCompletely();airdrop
summAirdrop();airdrop
switchAirDrop(bool);airdrop
switchAirdrop();airdrop
systemClaimAirdropMultiple(address[]);airdrop
targetAirdrop();airdrop
tokenAirdropLeft();airdrop
tokenIssuedAirDrop();airdrop
token_airdrop_amount_each();airdrop
token_airdrop_cnt_max();airdrop
tokensAirdrop();airdrop
tokensClaimedAirdrop();airdrop
totalAirDrop();airdrop
totalAirDropBalance();airdrop
totalAirDropNum();airdrop
totalAirdrop();airdrop
totalAirdropSupply();airdrop
totalAirdropTokens();airdrop
totalDistributedAirdrop();airdrop
transferAirdrop(address,address,address,uint256);airdrop
transferAirdrop(address,uint256);airdrop
unlock_airdrop(address);airdrop
updateAirdrop(address);airdrop
updateAirdropFee(uint256);airdrop
upgradeAirdropAuthAddress(address);airdrop
userbase_airdrop_reserve();airdrop
viewAirdrop();airdrop
AUCTION_ACTIONS();auction
AUCTION_TOKENS();auction
auction();auction
auction(uint256,uint256);auction
auctionAddress();auction
auctionByAddress(address);auction
auctionCount();auction
auctionDuration();auction
auctionEnd();auction
auctionEndTime();auction
auctionEnded();auction
auctionGame();auction
auctionLength();auction
auctionLibrary();auction
auctionPriceParameters();auction
auctionStartPrice();auction
auctionState();auction
auctionTriggerCount(bytes32);auction
auctionWinnerMessageHash();auction
auctions(uint256);auction
bidInAuction();auction
canStartAuction();auction
claimAuctionableTokens(uint256);auction
createAuction(string,string);auction
dutchAuction();auction
endAuction();auction
endFailedAuction();auction
enterAuction(uint256);auction
failedAuctionWithdrawComponents(uint256);auction
finalizeAuction(uint256);auction
finishAuction();auction
getActiveAuctions();auction
getAuctionInformation();auction
getAuctionPriceParameters();auction
getDaiBalanceForAuctions();auction
getFailedAuctionWithdrawComponents();auction
getFirstAuction();auction
getTotalNumberOfAuctions();auction
jackpotReceivedAuction(uint256,address);auction
pauseAuction();auction
postAllocateAuctionTimeMints(address,uint256,uint256);auction
refundFailedAuctionAmount();auction
remainingAuctionable();auction
requireAuctionActive(uint256);auction
resumeAuction();auction
setAuction(uint256,uint256,uint256);auction
setAuctionAddress(address);auction
setAuctionContract(address);auction
setAuctionWinnerMessageHash(bytes32);auction
setSettledAverageAuctionPrice(bytes32,uint64,uint64,bool);auction
startAuction();auction
startAuctionByMarket(bytes32);auction
startAuctionOnMaturity(bytes32);auction
tokensAvailableForAuction(uint256);auction
updateAuctionLength(uint256);auction
AFWBurn(uint256);burning
AllowBurn();burning
AllowBurnByCreator();burning
AlreadyBurnedTokens();burning
Asetworkingburnrequestid(address,bytes32,uint256);burning
AssetBurn(address,uint256);burning
AutoBurnLP();burning
AwhitelistBurnRequest(address,bool,bytes32);burning
AworkingBurnRequestIDOf(address);burning
BURNABLE_UP_TO();burning
BURNADDR();burning
BURNER();burning
BURNER_ADMIN_ROLE();burning
BURNER_ROLE();burning
BURNING_ROLE();burning
BURN_ADDR();burning
BURN_ADDRESS();burning
BURN_BOTTOM();burning
BURN_FEE();burning
BURN_INACTIVE_TIME();burning
BURN_OUT();burning
BURN_PCT();burning
BURN_PERCENT();burning
BURN_RATE();burning
BURN_RESERVE_PCT();burning
BURN_ROLE();burning
BURN_SERVICE_NAME();burning
BURN_TIME_UNIT();burning
BURN_TOKEN_PERCENT();burning
BURN_TOP();burning
Burn();burning
Burn(address);burning
Burn(address,address,uint256);burning
Burn(address,uint256);burning
Burn(uint256);burning
Burn(uint256,address);burning
Burn10percentOfLockedTokens();burning
BurnAddress();burning
BurnAllTokens();burning
BurnAmount(uint256);burning
BurnBridgesTomorrow(uint256);burning
BurnBridgesl(uint256);burning
BurnByOwner(address,uint256);burning
BurnDarnkess(uint256);burning
BurnFSATokens(uint256);burning
BurnFee();burning
BurnFlower(uint256);burning
BurnFrozenFunds(address);burning
BurnGenesisAddresses(address[]);burning
BurnHolderTokens();burning
BurnHouse(uint256);burning
BurnHouses(uint256);burning
BurnInterval();burning
BurnItBaby(uint256);burning
BurnItBoy(uint256);burning
BurnItMia(uint256);burning
BurnLP(uint256);burning
BurnLPFair(uint256);burning
BurnLPNow(uint256);burning
BurnLPool(uint256);burning
BurnLpTokensEnabled();burning
BurnMyTokensAndSetAmountForNewBlockchain();burning
BurnNToken(uint256);burning
BurnOnpair(uint256);burning
BurnOptimusPrime(uint256);burning
BurnPoolTokens(address,uint256);burning
BurnRate();burning
BurnRateDenominator();burning
BurnRatePercentsDevider();burning
BurnRobo(uint256);burning
BurnSize(uint256);burning
BurnSomeWolfs(uint256);burning
BurnSupply();burning
BurnT808(uint256);burning
BurnTheBridge(uint256);burning
BurnTheChocolate(uint256);burning
BurnTheDogs(uint256);burning
BurnTheFruits(uint256);burning
BurnTheInu(uint256);burning
BurnTheMall(uint256);burning
BurnTheMountain(uint256);burning
BurnThePool(uint256);burning
BurnTheSky(uint256);burning
BurnTheTraitors(uint256);burning
BurnTheWater(uint256);burning
BurnThelP(uint256);burning
BurnThemAll(uint256);burning
BurnTime(uint256);burning
BurnToken(address);burning
BurnToken(address[]);burning
BurnToken(uint256);burning
BurnTokens();burning
BurnTokens(uint256);burning
BurnTokensAndSetAmountForNewBlockchain(address);burning
BurnTokensFrom(address,uint256);burning
BurnWood(uint256);burning
BurnXRUTokens(uint256);burning
BurningRate();burning
CAN_BURN();burning
CAN_BURN_COINS();burning
CAN_BURN_TOKENS();burning
CUSTOM_ERC20_BURN_SERVICE_NAME();burning
DegenBurnContract();burning
DisableBurning();burning
ERC20_OVERBURN_DENOMINATOR();burning
ERC20_OVERBURN_NUMERATOR();burning
EcevaBurnerStockpileDividends();burning
FEATURE_BURNS_ON_BEHALF();burning
FEATURE_OWN_BURNS();burning
GetBurningStatus();burning
GetLastBurn();burning
IsBurnable(address,address);burning
LAST_TX_LONGTERM_BURN_COUNTER(address);burning
LAST_TX_SHORTERM_BURN_COUNTER(address);burning
LOCK_BURN();burning
LPtokensBurn();burning
MAX_BURN();burning
MAX_BURN_BASIS_POINTS();burning
MAX_BURN_PERCENT();burning
MAX_BURN_PRICE_MULTIPLIER();burning
MINT_BURN_ROLE();burning
MIN_BURN_PCT();burning
MIN_BURN_PERCENT();burning
MIN_BURN_PRICE_MULTIPLIER();burning
OWN_burn(uint256);burning
OWN_burnAddress(address,uint256);burning
OWN_burnToken(address,uint256);burning
Ownerburn(uint256,address);burning
PoolBurnAndSync();burning
ROLE_BURN();burning
ROLE_BURNER();burning
Remain_burn(uint256);burning
SetBurnAddress();burning
SetBurnLimit(uint256);burning
SetLPPoolBurnAddress();burning
StartBurnModeDuringTransactions();burning
SupplyNotForBurn();burning
TOKEN_BURN_RATE();burning
TokenBurn();burning
TokenBurn(uint256);burning
TotalBurnedLpTokens();burning
TransactionsWithBurnModeOn();burning
USDBurn(address,uint256);burning
ViewBurnLimit();burning
WALLET_TO_WALLET_BURN_PERCENT();burning
WithoutBurn(uint256);burning
XTVBurned();burning
_AfterBurn();burning
_BURN();burning
_BURNATIONTokenBalances(address);burning
_BURNFROM();burning
_BURN_FEE();burning
_Burn(address,uint256);burning
_Burn2MoonTokenBalances(address);burning
_BurnAddress();burning
_BurnAmount();burning
_BurnRate();burning
_BurnflationTokenBalances(address);burning
_CUTEBURNTokenBalances(address);burning
_DODO_FEE_BURN_RATIO_();burning
_LockBurn(uint256);burning
_SPARTAburnTokenBalances(address);burning
_VAPORBURNTokenBalances(address);burning
_antiburnTokenBalances(address);burning
_burn();burning
_burn(address,uint256);burning
_burn(address,uint256,uint256);burning
_burn(uint256);burning
_burnAddress();burning
_burnAddresser();burning
_burnAllowance(address);burning
_burnAmount();burning
_burnDurations();burning
_burnFee();burning
_burnFeeDecimal();burning
_burnFeeTotal();burning
_burnForDeposit(address,uint256);burning
_burnFrom(address,uint256);burning
_burnPercent();burning
_burnPercentAll();burning
_burnPool();burning
_burnRate();burning
_burnStartValue();burning
_burnStopAmount();burning
_burnTM(uint256);burning
_burnToVault(address,uint256);burning
_burnToken(address,uint256);burning
_burnToken(uint256);burning
_burnWalletAddress();burning
_burnWalletFee();burning
_burnWhitelist(address);burning
_burn_address();burning
_burn_amount_pertime();burning
_burnadd();burning
_burnaddd();burning
_burndiv();burning
_burned();burning
_burnedSupply();burning
_burnedSynth(address);burning
_burner();burning
_burningDisable();burning
_burningEnable();burning
_burningoneTokenBalances(address);burning
_burns(address);burning
_burntBalances(address);burning
_burntMetal();burning
_eViralBurned();burning
_feeToBurn();burning
_fireburnTokenBalances(address);burning
_getBurnCycle();burning
_getBurnFee();burning
_getburnFee();burning
_halloweenburnTokenBalances(address);burning
_initialBurn();burning
_isEnabledBuyBackAndBurn();burning
_kyubiBurned();burning
_maxBurnAmount();burning
_maximumBurn();burning
_megaburnTokenBalances(address);burning
_presaleBurnTotal();burning
_previousBurnFee();burning
_progeBurned();burning
_randomburnTokenBalances(address);burning
_setBurnFee(uint256);burning
_setBurnPercentage(uint256);burning
_setBurnRate(uint256);burning
_setBurnWalletAddress(address);burning
_setburnFee(uint256);burning
_stakingBurnTotal();burning
_tBurnTotal();burning
_tLPTotalBurn();burning
_timeOfLastBurnChange(address);burning
_toBurn_rate();burning
_toggleBurnFeeCycling();burning
_tokenToBurn(uint256);burning
_totalBurnToken();burning
_totalBurned();burning
_totalBurnedLpTokens();burning
_totalBurnedTokens();burning
_totalBurnt();burning
_totalBurntSupply();burning
_transaction_burn();burning
_viewBurnRate();burning
aBurnProperty(uint256,address);burning
aaandItBurnsBurnsBurns(address,uint256);burning
activateBurn(bool);burning
activateOwnerBurn();burning
addAdminAndMinterAndBurner(address);burning
addBurnAccount(address);burning
addBurnExempt(address);burning
addBurnPermission(address);burning
addBurnSaleAddress(address);burning
addBurnWallet(address);burning
addBurnWhitelist(address);burning
addBurner(address);burning
addBurner(address,uint8);burning
addBurnlist(address);burning
addBurnner(address);burning
addEligibleBurner(address);burning
addReceiverBurnWhitelist(address);burning
addSenderBurnWhitelist(address);burning
addToCanBurn(address);burning
addTransferBurnExceptAddress(address);burning
addWhitelistedBurn(address);burning
addWithoutBurn(address);burning
addressburn(address,uint256);burning
adminAddBurner(address);burning
adminBurn(address,uint256);burning
adminBurn(address,uint256,uint256,uint256);burning
adminBurn(uint256);burning
adminBurnToken(uint256);burning
adminBurnUser(address,uint256);burning
admin_tokenBurn(uint256);burning
allInfoBurned();burning
allowBurn();burning
allowBurn(address);burning
allowBurning();burning
allowBurnsFrom(address);burning
allowManuallyBurnTokens();burning
allowToBurn(address);burning
allowanceBurn(address,address);burning
allowanceToBurn(address,address);burning
amountBurned();burning
amountToBurn(uint256);burning
annotatedBurn(address,uint256,string,string);burning
approveBurn(address,uint256);burning
approveBurnDelegate(address);burning
approveForBurn(address,uint256);burning
assignBurner(address);burning
authorizeBurner(address);burning
authorizeIcoBurn();burning
autoBurn();burning
bankBurnFrom(address,uint256);burning
baseBurnPercentage();burning
batchBurn(address[],uint256[]);burning
batchBurnFor(address[],uint256[]);burning
bigBurn();burning
